companyId,companyName,provider,identifier,jobCount,slugSource
safran-navigation-timing,Safran - Navigation & Timing,ASHBY,safran-navigation-timing,0,manifest_id
salient-group,Salient,ASHBY,salient-group,0,manifest_id
salt,Salt,ASHBY,salt,0,manifest_id
sandfield,Sandfield,ASHBY,sandfield,0,manifest_id
sandwai,Sandwai,ASHBY,sandwai,0,manifest_id
sanlucar-company,SanLucar Company,ASHBY,sanlucar-company,0,manifest_id
sanoma-learning,Sanoma Learning,ASHBY,sanoma-learning,0,manifest_id
santander-digital-services,Santander Digital Services,ASHBY,santander-digital-services,0,manifest_id
sap-business-bydesign-france,SAP Business ByDesign - France,ASHBY,sap-business-bydesign-france,0,manifest_id
sap-fioneer,SAP Fioneer,ASHBY,sap-fioneer,0,manifest_id
sapia-ai,Sapia.ai,ASHBY,sapia-ai,0,manifest_id
sarah-sebastian,SARAH & SEBASTIAN,ASHBY,sarah-sebastian,0,manifest_id
sateliot,Sateliot,ASHBY,sateliot,0,manifest_id
savvy-data-systems,SAVVY DATA SYSTEMS,ASHBY,savvy-data-systems,0,manifest_id
scan-it,Scan-IT,ASHBY,scan-it,0,manifest_id
scanz,Scanz,ASHBY,scanz,0,manifest_id
scg-midlands,SCG Midlands,ASHBY,scg-midlands,0,manifest_id
schneider-electric,Schneider Electric,ASHBY,schneider-electric,0,manifest_id
schwarz-digits,Schwarz Digits,ASHBY,schwarz-digits,0,manifest_id
scout-talent-digital,Scout Talent.Digital,ASHBY,scout-talent-digital,0,manifest_id
sdi,SDi,ASHBY,sdi,0,manifest_id
sea-ports,SEA & PORTS,ASHBY,sea-ports,0,manifest_id
sea-to-summit,Sea to Summit,ASHBY,sea-to-summit,0,manifest_id
sealed-air-corporation,Sealed Air Corporation,ASHBY,sealed-air-corporation,0,manifest_id
second-window,Second Window,ASHBY,second-window,0,manifest_id
sector-alarm-espa-a,Sector Alarm España,ASHBY,sector-alarm-espa-a,0,manifest_id
sector-alarm-group,Sector Alarm Group,ASHBY,sector-alarm-group,0,manifest_id
secture,Secture,ASHBY,secture,0,manifest_id
securecom,Securecom,ASHBY,securecom,0,manifest_id
securepii,SecurePII,ASHBY,securepii,0,manifest_id
securitease,SecuritEase,ASHBY,securitease,0,manifest_id
sedecal,SEDECAL,ASHBY,sedecal,0,manifest_id
seequent,Seequent,ASHBY,seequent,0,manifest_id
seidor,SEIDOR,ASHBY,seidor,0,manifest_id
seisma-group,SEISMA GROUP,ASHBY,seisma-group,0,manifest_id
selfwealth-by-syfe,Selfwealth by Syfe,ASHBY,selfwealth-by-syfe,0,manifest_id
seltime-sl,Seltime SL,ASHBY,seltime-sl,0,manifest_id
semrush,Semrush,ASHBY,semrush,0,manifest_id
senovo-it-ltd,Senovo IT Ltd,ASHBY,senovo-it-ltd,0,manifest_id
serco-space,Serco Space Services - Europe Careers,ASHBY,serco-space,0,manifest_id
serem-consultor-a-empresarial,Serem,ASHBY,serem-consultor-a-empresarial,0,manifest_id
seres-docaposte-group,Seres (Docaposte Group),ASHBY,seres-docaposte-group,0,manifest_id
seresco,Seresco,ASHBY,seresco,0,manifest_id
serko,Serko,ASHBY,serko,0,manifest_id
service-foods,Service Foods,ASHBY,service-foods,0,manifest_id
set-europa,SET Europa,ASHBY,set-europa,0,manifest_id
seven-west-media,Seven West Media,ASHBY,seven-west-media,0,manifest_id
sg-consulting-limited,SG Consulting Limited,ASHBY,sg-consulting-limited,0,manifest_id
shiftcare,ShiftCare,ASHBY,shiftcare,0,manifest_id
shipco-it,Shipco IT,ASHBY,shipco-it,0,manifest_id
shoptimus-ai,Shoptimus AI,ASHBY,shoptimus-ai,0,manifest_id
showcase-workshop,Showcase Workshop,ASHBY,showcase-workshop,0,manifest_id
sika,Sika,ASHBY,sika,0,manifest_id
silicon-quantum-computing,Silicon Quantum Computing,ASHBY,silicon-quantum-computing,0,manifest_id
silverchef,SilverChef,ASHBY,silverchef,0,manifest_id
simple-machines,Simple Machines,ASHBY,simple-machines,0,manifest_id
simply-wall-st,Simply Wall St,ASHBY,simply-wall-st,8,manifest_id
simur,SIMUR,ASHBY,simur,0,manifest_id
sinch,Sinch,ASHBY,sinch,0,manifest_id
singular-people,Singular People,ASHBY,singular-people,0,manifest_id
sita,SITA,ASHBY,sita,0,manifest_id
sitehive,SiteHive,ASHBY,sitehive,0,manifest_id
skills-group,Skills Group,ASHBY,skills-group,0,manifest_id
skl-technology,SKL Technology,ASHBY,skl-technology,0,manifest_id
sky-new-zealand,Sky New Zealand,ASHBY,sky-new-zealand,0,manifest_id
skycell-ag,SkyCell AG,ASHBY,skycell-ag,0,manifest_id
slalom,Slalom,ASHBY,slalom,0,manifest_id
sleek,Sleek,ASHBY,sleek,0,manifest_id
smadex,Smadex,ASHBY,smadex,0,manifest_id
smartmind,SmartMind,ASHBY,smartmind,0,manifest_id
smc-aus-nz,SMC Corporation Australia and New Zealand,ASHBY,smc-aus-nz,0,manifest_id
smg-studio,SMG Studio,ASHBY,smg-studio,0,manifest_id
socialite-recruitment-ltd,Socialite Recruitment Ltd.,ASHBY,socialite-recruitment-ltd,0,manifest_id
societe-generale,Societe Generale,ASHBY,societe-generale,0,manifest_id
sodexo,Sodexo,ASHBY,sodexo,0,manifest_id
software-of-excellence,Software of Excellence,ASHBY,software-of-excellence,0,manifest_id
sol-studios,SOL STUDIOS,ASHBY,sol-studios,0,manifest_id
soltel-group,SOLTEL Group,ASHBY,soltel-group,0,manifest_id
solvar,Solvar,ASHBY,solvar,0,manifest_id
sonder,Sonder,ASHBY,sonder,0,manifest_id
sopra-steria,Sopra Steria,ASHBY,sopra-steria,0,manifest_id
sotec-consulting,SOTEC CONSULTING,ASHBY,sotec-consulting,0,manifest_id
sourced-it-recruitment,Sourced IT Recruitment,ASHBY,sourced-it-recruitment,0,manifest_id
south-australia-police,South Australia Police,ASHBY,south-australia-police,0,manifest_id
southern-cross,Southern Cross,ASHBY,southern-cross,0,manifest_id
southern-cross-health-insurance,Southern Cross Health Insurance,ASHBY,southern-cross-health-insurance,0,manifest_id
southern-cross-university,Southern Cross University,ASHBY,southern-cross-university,0,manifest_id
space-machines-company,Space Machines Company,ASHBY,space-machines-company,0,manifest_id
spacespecialists-ltd,SpaceSpecialists Ltd,ASHBY,spacespecialists-ltd,0,manifest_id
spawnpoint-media,Spawnpoint Media,ASHBY,spawnpoint-media,0,manifest_id
spendesk,Spendesk,ASHBY,spendesk,0,manifest_id
spendesk,Spendesk,LEVER,spendesk,0,manifest_id
sploro,Sploro,ASHBY,sploro,0,manifest_id
splose,splose,ASHBY,splose,0,manifest_id
spoki,Spoki,ASHBY,spoki,0,manifest_id
springday,Springday,ASHBY,springday,0,manifest_id
square-peg,Square Peg,ASHBY,square-peg,0,manifest_id
squiz,Squiz,ASHBY,squiz,0,manifest_id
st-trinity-property-group,St Trinity Property Group,ASHBY,st-trinity-property-group,0,manifest_id
stantec,Stantec,ASHBY,stantec,0,manifest_id
starboard-maritime-intelligence,Starboard Maritime Intelligence,ASHBY,starboard-maritime-intelligence,0,manifest_id
starling,Starling,ASHBY,starling,0,manifest_id
starrez-inc,"StarRez, Inc.",ASHBY,starrez-inc,0,manifest_id
stats-nz,Stats NZ,ASHBY,stats-nz,0,manifest_id
steelx-pty-ltd,Steelx Pty Ltd,ASHBY,steelx-pty-ltd,0,manifest_id
sterry,STERRY,ASHBY,sterry,0,manifest_id
stolen-girlfriends-club,Stolen Girlfriends Club,ASHBY,stolen-girlfriends-club,0,manifest_id
strata-title-administration-ltd,Strata Title Administration Ltd,ASHBY,strata-title-administration-ltd,0,manifest_id
stripe,Stripe,ASHBY,stripe,0,manifest_id
stripe,Stripe,GREENHOUSE,stripe,528,manifest_id
studiosity,Studiosity,ASHBY,studiosity,0,manifest_id
supportyourapp,SupportYourApp,ASHBY,supportyourapp,0,manifest_id
suse,SUSE,ASHBY,suse,0,manifest_id
susquehanna-international-group,Susquehanna International Group,ASHBY,susquehanna-international-group,0,manifest_id
swipejobs,swipejobs,ASHBY,swipejobs,0,manifest_id
synchronise-resourcing,Synchronise Resourcing,ASHBY,synchronise-resourcing,0,manifest_id
syntonize,Syntonize,ASHBY,syntonize,0,manifest_id
synvert,synvert,ASHBY,synvert,0,manifest_id
sypaq-systems,SYPAQ Systems,ASHBY,sypaq-systems,0,manifest_id
t-mapp,T-mapp,ASHBY,t-mapp,0,manifest_id
tait-communications,Tait Communications,ASHBY,tait-communications,0,manifest_id
talan,Talan,ASHBY,talan,0,manifest_id
talent,Talent International,ASHBY,talent,0,manifest_id
talent,Talent International,GREENHOUSE,talent,2,manifest_id
talentpath-recruitment,Talentpath Recruitment,ASHBY,talentpath-recruitment,0,manifest_id
talenza,Talenza,ASHBY,talenza,0,manifest_id
targetjobs-uk,targetjobs UK,ASHBY,targetjobs-uk,0,manifest_id
tarlogic,Tarlogic,ASHBY,tarlogic,0,manifest_id
teamupdraft,TeamUpdraft,ASHBY,teamupdraft,0,manifest_id
teamwire,Teamwire,ASHBY,teamwire,0,manifest_id
tecalliance,TecAlliance,ASHBY,tecalliance,0,manifest_id
tech-frank,Tech Frank,ASHBY,tech-frank,0,manifest_id
tech-mahindra,Tech Mahindra,ASHBY,tech-mahindra,0,manifest_id
tech-people-247,Tech People 247,ASHBY,tech-people-247,0,manifest_id
tech-savvy-consulting-tsc,Tech Savvy Consulting (TSC),ASHBY,tech-savvy-consulting-tsc,0,manifest_id
techdelivery,TechDelivery,ASHBY,techdelivery,0,manifest_id
techdotbit,Techdotbit,ASHBY,techdotbit,0,manifest_id
technica-electronics,Technica Electronics Barcelona,ASHBY,technica-electronics,0,manifest_id
technica-engineering-spain,Technica Engineering Spain,ASHBY,technica-engineering-spain,0,manifest_id
technology-cii,Technology CII,ASHBY,technology-cii,0,manifest_id
techsoulogy,Techsoulogy,ASHBY,techsoulogy,0,manifest_id
tecnonalia,Tecnalia,ASHBY,tecnonalia,0,manifest_id
teg-pty-ltd,TEG,ASHBY,teg-pty-ltd,0,manifest_id
tekfinder,tekFinder,ASHBY,tekfinder,0,manifest_id
teksystems,TEKsystems,ASHBY,teksystems,0,manifest_id
tennis-australia,Tennis Australia,ASHBY,tennis-australia,0,manifest_id
teqnova,Teqnova,ASHBY,teqnova,0,manifest_id
terra15,terra15,ASHBY,terra15,0,manifest_id
tesla,Tesla,ASHBY,tesla,0,manifest_id
tether,Tether,ASHBY,tether,0,manifest_id
textil-santanderina,Santanderina Group,ASHBY,textil-santanderina,0,manifest_id
tf-bank-ab-publ,TF Bank AB (publ),ASHBY,tf-bank-ab-publ,0,manifest_id
tgw-ib-rica,TGW Ibérica,ASHBY,tgw-ib-rica,0,manifest_id
thanks,Thanks,ASHBY,thanks,0,manifest_id
the-boundary,The Boundary,ASHBY,the-boundary,0,manifest_id
the-comfort-group-asia-pacific,The Comfort Group - Asia Pacific,ASHBY,the-comfort-group-asia-pacific,0,manifest_id
the-ct-engineering-group,THE CT ENGINEERING GROUP,ASHBY,the-ct-engineering-group,0,manifest_id
the-good-source,The Good Source,ASHBY,the-good-source,0,manifest_id
the-lines-company,The Lines Company,ASHBY,the-lines-company,0,manifest_id
the-mullings-group,The Mullings Group,ASHBY,the-mullings-group,0,manifest_id
the-post,The Post,ASHBY,the-post,0,manifest_id
the-roadmap,The Roadmap,ASHBY,the-roadmap,0,manifest_id
the-university-of-waikato,University of Waikato,ASHBY,the-university-of-waikato,0,manifest_id
the-upskill-academy,The Upskill Academy,ASHBY,the-upskill-academy,0,manifest_id
the-warehouse-group,The Warehouse Group,ASHBY,the-warehouse-group,0,manifest_id
the-west-australian,The West Australian,ASHBY,the-west-australian,0,manifest_id
thedrivegroup,TheDriveGroup,ASHBY,thedrivegroup,0,manifest_id
thevaluefactory-sl,Thevaluefactory SL,ASHBY,thevaluefactory-sl,0,manifest_id
think-grow,Think & Grow,ASHBY,think-grow,0,manifest_id
thomas-frost-executive,Thomas Frost Executive,ASHBY,thomas-frost-executive,0,manifest_id
tiktok,TikTok,ASHBY,tiktok,0,manifest_id
timescapes,Timescapes,ASHBY,timescapes,0,manifest_id
tinybird,Tinybird,ASHBY,tinybird,0,manifest_id
tinybird,Tinybird,LEVER,tinybird,3,manifest_id
tmgm,TMGM,ASHBY,tmgm,0,manifest_id
tna-solutions,TNA Solutions,ASHBY,tna-solutions,0,manifest_id
together-nz,Together - NZ,ASHBY,together-nz,0,manifest_id
tomoro,Tomoro,ASHBY,tomoro,0,manifest_id
tomra,TOMRA,ASHBY,tomra,0,manifest_id
tomtom,TomTom,ASHBY,tomtom,0,manifest_id
torch-professional-services,Torch Professional Services,ASHBY,torch-professional-services,0,manifest_id
total-specific-solutions,Total Specific Solutions,ASHBY,total-specific-solutions,0,manifest_id
total-specific-solutions,Total Specific Solutions,GREENHOUSE,tss,6,alt_slug
totara,Totara,ASHBY,totara,0,manifest_id
tra,TRA,ASHBY,tra,0,manifest_id
tracplus,TracPlus,ASHBY,tracplus,0,manifest_id
trade-view,Trade View,ASHBY,trade-view,0,manifest_id
tradeweb,Tradeweb,ASHBY,tradeweb,0,manifest_id
tradewindow,TradeWindow,ASHBY,tradewindow,0,manifest_id
tradify,Tradify,ASHBY,tradify,0,manifest_id
traild,Traild,ASHBY,traild,0,manifest_id
trane-technologies,Trane Technologies,ASHBY,trane-technologies,0,manifest_id
transmax-pty-ltd,Transmax Pty Ltd,ASHBY,transmax-pty-ltd,0,manifest_id
tranzita,Tranzita,ASHBY,tranzita,0,manifest_id
travelperk,TravelPerk,ASHBY,travelperk,0,manifest_id
trbl-services,TRBL Services,ASHBY,trbl-services,0,manifest_id
trc,TRC Informática,ASHBY,trc,0,manifest_id
tribe,Tribe Recruitment,ASHBY,tribe,0,manifest_id
trident-maritime-systems,Trident Maritime Systems,ASHBY,trident-maritime-systems,0,manifest_id
trimble,Trimble,ASHBY,trimble,0,manifest_id
trinetix,Trinetix,ASHBY,trinetix,0,manifest_id
triniti,triniti,ASHBY,triniti,0,manifest_id
true-blue,True Blue,ASHBY,true-blue,0,manifest_id
tryzens-global,Tryzens Global,ASHBY,tryzens-global,0,manifest_id
tseft,Australian Institute of Emotion Focused Therapy,ASHBY,tseft,0,manifest_id
tucuvi,Tucuvi,ASHBY,tucuvi,0,manifest_id
tuotempo,TuoTempo,ASHBY,tuotempo,0,manifest_id
tuy-technology,TUYÚ Technology,ASHBY,tuy-technology,0,manifest_id
twine,Twine,ASHBY,twine,2,manifest_id
twirll,Twirll,ASHBY,twirll,0,manifest_id
tymex,TymeX,ASHBY,tymex,0,manifest_id
typeform,Typeform,ASHBY,typeform,0,manifest_id
typeform,Typeform,GREENHOUSE,typeform,17,manifest_id
ucc-coffee-spain,UCC Coffee Spain,ASHBY,ucc-coffee-spain,0,manifest_id
ucentric,UCentric,ASHBY,ucentric,0,manifest_id
ul-solutions,UL Solutions,ASHBY,ul-solutions,0,manifest_id
ultradata,Ultradata,ASHBY,ultradata,0,manifest_id
un-common,UN/COMMON España,ASHBY,un-common,0,manifest_id
undisclosed-employer,Undisclosed Employer,ASHBY,undisclosed-employer,0,manifest_id
unimedia-technology,Unimedia Technology,ASHBY,unimedia-technology,0,manifest_id
unir-rioja,UNIR | Universidad Internacional de La Rioja,ASHBY,unir-rioja,0,manifest_id
unison-group,Unison Group,ASHBY,unison-group,0,manifest_id
united-digital-group,UDG,ASHBY,united-digital-group,0,manifest_id
univeris,Univeris,ASHBY,univeris,0,manifest_id
universia-espa-a,Universia España,ASHBY,universia-espa-a,0,manifest_id
university-of-otago,University of Otago,ASHBY,university-of-otago,0,manifest_id
upbe,Upbe,ASHBY,upbe,0,manifest_id
uptech-sensing,Uptech Sensing,ASHBY,uptech-sensing,0,manifest_id
upwork,Upwork,ASHBY,upwork,0,manifest_id
upwork,Upwork,GREENHOUSE,upwork,51,manifest_id
ust,UST,ASHBY,ust,0,manifest_id
ust-espa-a-latam,UST España & Latam,ASHBY,ust-espa-a-latam,0,manifest_id
uve-solutions,UVE Solutions,ASHBY,uve-solutions,0,manifest_id
uvic-ucc,Universitat de Vic – Universitat Central de Catalunya,ASHBY,uvic-ucc,0,manifest_id
v-p-nandakumar,V.P. Nandakumar,ASHBY,v-p-nandakumar,0,manifest_id
valantic-dxa,valantic DXA,ASHBY,valantic-dxa,0,manifest_id
vale-partners,VALE Partners,ASHBY,vale-partners,0,manifest_id
vasion,Vasion,ASHBY,vasion,0,manifest_id
vast-data,VAST Data,ASHBY,vast-data,0,manifest_id
vellum-esg-pty-ltd,Vellum ESG Pty Ltd,ASHBY,vellum-esg-pty-ltd,0,manifest_id
veridas,Veridas,ASHBY,veridas,0,manifest_id
verisure,Verisure,ASHBY,verisure,0,manifest_id
vermont-solutions,Vermont Solutions,ASHBY,vermont-solutions,0,manifest_id
verse,Verse,ASHBY,verse,0,manifest_id
verse,Verse,GREENHOUSE,verse,4,manifest_id
vexiza,Vexiza,ASHBY,vexiza,0,manifest_id
vincci-hoteles,Vincci Hoteles,ASHBY,vincci-hoteles,0,manifest_id
vinci,VINCI,ASHBY,vinci,0,manifest_id
visia-solutions,Visia Solutions,ASHBY,visia-solutions,0,manifest_id
visiotech-espa-a,Visiotech España,ASHBY,visiotech-espa-a,0,manifest_id
visium,Visium,ASHBY,visium,0,manifest_id
visualcare,Visualcare,ASHBY,visualcare,0,manifest_id
viterbit,Viterbit,ASHBY,viterbit,0,manifest_id
vivanti-consulting,Vivanti,ASHBY,vivanti-consulting,0,manifest_id
vivcourt-trading,VivCourt Trading,ASHBY,vivcourt-trading,0,manifest_id
vmia,Victorian Managed Insurance Authority,ASHBY,vmia,0,manifest_id
vonage,Vonage,ASHBY,vonage,0,manifest_id
vonage,Vonage,GREENHOUSE,vonage,79,manifest_id
w-t-fx,Wētā FX,ASHBY,w-t-fx,0,manifest_id
wa-country-health-service,WA Country Health Service,ASHBY,wa-country-health-service,0,manifest_id
wagetap,Wagetap,ASHBY,wagetap,0,manifest_id
wallapop,Wallapop,ASHBY,wallapop,0,manifest_id
wallapop,Wallapop,GREENHOUSE,wallapop,16,manifest_id
wayfaring,Wayfaring,ASHBY,wayfaring,0,manifest_id
weave-recruitment,Weave Recruitment,ASHBY,weave-recruitment,0,manifest_id
weave-recruitment,Weave Recruitment,GREENHOUSE,weave,10,alt_slug
webbeds,WebBeds,ASHBY,webbeds,0,manifest_id
websultanate,Websultanate,ASHBY,websultanate,0,manifest_id
weel,Weel,ASHBY,weel,0,manifest_id
wegive,WeGive,ASHBY,wegive,0,manifest_id
wehunt-espa-a,WeHunt España,ASHBY,wehunt-espa-a,0,manifest_id
westpac,Westpac,ASHBY,westpac,0,manifest_id
westpac-group,Westpac,ASHBY,westpac-group,0,manifest_id
westpac-new-zealand,Westpac New Zealand,ASHBY,westpac-new-zealand,0,manifest_id
weta-fx,Wētā FX,ASHBY,weta-fx,0,manifest_id
whip-around,Whip Around,ASHBY,whip-around,0,manifest_id
white-bay,White Bay,ASHBY,white-bay,0,manifest_id
white-fox-boutique,White Fox Boutique,ASHBY,white-fox-boutique,0,manifest_id
whizdom,Whizdom,ASHBY,whizdom,0,manifest_id
wildix,Wildix,ASHBY,wildix,0,manifest_id
winable-recruitment,Winable Recruitment,ASHBY,winable-recruitment,0,manifest_id
windcave,Windcave,ASHBY,windcave,0,manifest_id
wipro,Wipro,ASHBY,wipro,0,manifest_id
wise-security-global,Wise Security Global,ASHBY,wise-security-global,0,manifest_id
witi,WITI,ASHBY,witi,0,manifest_id
wizeline,Wizeline,ASHBY,wizeline,0,manifest_id
wizeline,Wizeline,GREENHOUSE,wizeline,84,manifest_id
woolworths-group,Woolworths Group,ASHBY,woolworths-group,0,manifest_id
wsp,WSP,ASHBY,wsp,0,manifest_id
wsp-in-canada,WSP in Canada,ASHBY,wsp-in-canada,0,manifest_id
xaviroca-com,xaviroca.com,ASHBY,xaviroca-com,0,manifest_id
xero,Xero,ASHBY,xero,109,manifest_id
xero,Xero,LEVER,xero,0,manifest_id
xestro-pty-ltd,Xestro Pty Ltd,ASHBY,xestro-pty-ltd,0,manifest_id
xpansiv,Xpansiv,ASHBY,xpansiv,0,manifest_id
xplain,Xplain,ASHBY,xplain,0,manifest_id
xplor-search,Xplor Search,ASHBY,xplor-search,0,manifest_id
xplor-technologies,Xplor Technologies,ASHBY,xplor-technologies,0,manifest_id
xpt-software,XPT Software,ASHBY,xpt-software,0,manifest_id
xpt-software-australia,XPT Software,ASHBY,xpt-software-australia,0,manifest_id
xy-sense,XY Sense,ASHBY,xy-sense,0,manifest_id
yapily,Yapily,ASHBY,yapily,0,manifest_id
yeti,YETI,ASHBY,yeti,0,manifest_id
youshift,YouShift,ASHBY,youshift,0,manifest_id
yuno,Yuno,ASHBY,yuno,0,manifest_id
yuno,Yuno,LEVER,yuno,12,manifest_id
yuvod,Yuvod,ASHBY,yuvod,0,manifest_id
z-energy,Z Energy,ASHBY,z-energy,0,manifest_id
z-energy-nz,Z Energy NZ,ASHBY,z-energy-nz,0,manifest_id
zendesk,Zendesk,ASHBY,zendesk,0,manifest_id
zenova,Zenova,ASHBY,zenova,0,manifest_id
zeo-technology,ZEO Technology,ASHBY,zeo-technology,0,manifest_id
zepto,Zepto,ASHBY,zepto,0,manifest_id
zero41-software,Zero41 Software,ASHBY,zero41-software,0,manifest_id
zespri-international,Zespri International,ASHBY,zespri-international,0,manifest_id
zhejiang-hr,"Zhejiang Zongheng Human Resources Co., Ltd.",ASHBY,zhejiang-hr,0,manifest_id
zinco-ai,Zinco AI,ASHBY,zinco-ai,0,manifest_id
zip-co,Zip,ASHBY,zip-co,0,manifest_id
zipline-io,Zipline.io,ASHBY,zipline-io,0,manifest_id
zvoove,zvoove,ASHBY,zvoove,0,manifest_id
zylk,ZYLK,ASHBY,zylk,0,manifest_id
